STATcube;;;;
;;;;
Versorgungsbilanz für Fleisch nach Arten ab 1994 in Tonnen (Q);;;;
Produkte nach Werte nach Jahr;;;;
Zählt: BRUTTOEIGENERZEUGUNG, Einfuhr lebender Tiere, Ausfuhr lebender Tiere, NETTOERZEUGUNG, Anfangsbestand, Endbestand, Einfuhr, Ausfuhr, INLANDSVERBRAUCH, Inlandsverbrauch pro Kopf in kg, SELBSTVERSORGUNGSGRAD in %, Menschlicher Verzehr, Menschlicher Verzehr pro Kopf in kg;;;;
;;;;
Produkte;Werte;Jahr;Anzahl;Anmerkungen
Pferdefleisch;Ausfuhr;2007;-;
Pferdefleisch;Ausfuhr;2008;-;
Pferdefleisch;Ausfuhr;2010;-;
Pferdefleisch;Ausfuhr;2009;1;
Pferdefleisch;Ausfuhr;2011;-;
Pferdefleisch;Ausfuhr;2012;1;
Pferdefleisch;Ausfuhr;2013;2;
Pferdefleisch;Ausfuhr;2014;8;
Pferdefleisch;Ausfuhr;2015;11;
Pferdefleisch;Ausfuhr;2016;1;
Pferdefleisch;Ausfuhr;2017;1;
Pferdefleisch;Ausfuhr;2018;2;
Pferdefleisch;INLANDSVERBRAUCH;2019;437;
Pferdefleisch;INLANDSVERBRAUCH;2020;350;
Pferdefleisch;INLANDSVERBRAUCH;2021;-;
Pferdefleisch;INLANDSVERBRAUCH;2022;-;
Pferdefleisch;INLANDSVERBRAUCH;2023;-;
Pferdefleisch;INLANDSVERBRAUCH;1994;912;
Pferdefleisch;INLANDSVERBRAUCH;1995;880;
Pferdefleisch;INLANDSVERBRAUCH;1996;1099;
Pferdefleisch;INLANDSVERBRAUCH;1998;684;
Pferdefleisch;INLANDSVERBRAUCH;1999;712;
Pferdefleisch;INLANDSVERBRAUCH;1997;839;
Pferdefleisch;INLANDSVERBRAUCH;2000;861;
Pferdefleisch;INLANDSVERBRAUCH;2001;728;
Pferdefleisch;INLANDSVERBRAUCH;2002;649;
Pferdefleisch;INLANDSVERBRAUCH;2003;652;
Pferdefleisch;INLANDSVERBRAUCH;2004;678;
Pferdefleisch;INLANDSVERBRAUCH;2006;647;
Pferdefleisch;INLANDSVERBRAUCH;2005;768;
Pferdefleisch;INLANDSVERBRAUCH;2007;608;
Pferdefleisch;INLANDSVERBRAUCH;2008;537;
Pferdefleisch;INLANDSVERBRAUCH;2010;478;
Pferdefleisch;INLANDSVERBRAUCH;2009;542;
Pferdefleisch;INLANDSVERBRAUCH;2011;496;
Pferdefleisch;INLANDSVERBRAUCH;2012;484;
Pferdefleisch;INLANDSVERBRAUCH;2013;273;
Pferdefleisch;INLANDSVERBRAUCH;2014;315;
Pferdefleisch;INLANDSVERBRAUCH;2015;246;
Pferdefleisch;INLANDSVERBRAUCH;2016;272;
Pferdefleisch;INLANDSVERBRAUCH;2017;247;
Pferdefleisch;INLANDSVERBRAUCH;2018;449;
Pferdefleisch;Inlandsverbrauch pro Kopf in kg;2019;0;
Pferdefleisch;Inlandsverbrauch pro Kopf in kg;2020;0;
Pferdefleisch;Inlandsverbrauch pro Kopf in kg;2021;-;
Pferdefleisch;Inlandsverbrauch pro Kopf in kg;2022;-;
Pferdefleisch;Inlandsverbrauch pro Kopf in kg;2023;-;
Pferdefleisch;Inlandsverbrauch pro Kopf in kg;1994;0,1;
Pferdefleisch;Inlandsverbrauch pro Kopf in kg;1995;0,1;
Pferdefleisch;Inlandsverbrauch pro Kopf in kg;1996;0,1;
Pferdefleisch;Inlandsverbrauch pro Kopf in kg;1998;0,1;
Pferdefleisch;Inlandsverbrauch pro Kopf in kg;1999;0,1;
Pferdefleisch;Inlandsverbrauch pro Kopf in kg;1997;0,1;
Pferdefleisch;Inlandsverbrauch pro Kopf in kg;2000;0,1;
Pferdefleisch;Inlandsverbrauch pro Kopf in kg;2001;0,1;
Pferdefleisch;Inlandsverbrauch pro Kopf in kg;2002;0,1;
Pferdefleisch;Inlandsverbrauch pro Kopf in kg;2003;0,1;
Pferdefleisch;Inlandsverbrauch pro Kopf in kg;2004;0,1;
Pferdefleisch;Inlandsverbrauch pro Kopf in kg;2006;0,1;
Pferdefleisch;Inlandsverbrauch pro Kopf in kg;2005;0,1;
Pferdefleisch;Inlandsverbrauch pro Kopf in kg;2007;0,1;
Pferdefleisch;Inlandsverbrauch pro Kopf in kg;2008;0,1;
Pferdefleisch;Inlandsverbrauch pro Kopf in kg;2010;0,1;
Pferdefleisch;Inlandsverbrauch pro Kopf in kg;2009;0,1;
Pferdefleisch;Inlandsverbrauch pro Kopf in kg;2011;0,1;
Pferdefleisch;Inlandsverbrauch pro Kopf in kg;2012;0,1;
Pferdefleisch;Inlandsverbrauch pro Kopf in kg;2013;0;
Pferdefleisch;Inlandsverbrauch pro Kopf in kg;2014;0;
Pferdefleisch;Inlandsverbrauch pro Kopf in kg;2015;0;
Pferdefleisch;Inlandsverbrauch pro Kopf in kg;2016;0;
Pferdefleisch;Inlandsverbrauch pro Kopf in kg;2017;0;
Pferdefleisch;Inlandsverbrauch pro Kopf in kg;2018;0,1;
Pferdefleisch;SELBSTVERSORGUNGSGRAD in %;2019;50;
Pferdefleisch;SELBSTVERSORGUNGSGRAD in %;2020;43;
Pferdefleisch;SELBSTVERSORGUNGSGRAD in %;2021;-;
Pferdefleisch;SELBSTVERSORGUNGSGRAD in %;2022;-;
Pferdefleisch;SELBSTVERSORGUNGSGRAD in %;2023;-;
Pferdefleisch;SELBSTVERSORGUNGSGRAD in %;1994;64;
Pferdefleisch;SELBSTVERSORGUNGSGRAD in %;1995;72;
Pferdefleisch;SELBSTVERSORGUNGSGRAD in %;1996;64;
Pferdefleisch;SELBSTVERSORGUNGSGRAD in %;1998;122;
Pferdefleisch;SELBSTVERSORGUNGSGRAD in %;1999;120;
Pferdefleisch;SELBSTVERSORGUNGSGRAD in %;1997;99;
Pferdefleisch;SELBSTVERSORGUNGSGRAD in %;2000;109;
Pferdefleisch;SELBSTVERSORGUNGSGRAD in %;2001;165;
Pferdefleisch;SELBSTVERSORGUNGSGRAD in %;2002;180;
Pferdefleisch;SELBSTVERSORGUNGSGRAD in %;2003;128;
Pferdefleisch;SELBSTVERSORGUNGSGRAD in %;2004;93;
Pferdefleisch;SELBSTVERSORGUNGSGRAD in %;2006;131;
Pferdefleisch;SELBSTVERSORGUNGSGRAD in %;2005;104;
Pferdefleisch;SELBSTVERSORGUNGSGRAD in %;2007;128;
Pferdefleisch;SELBSTVERSORGUNGSGRAD in %;2008;131;
Pferdefleisch;SELBSTVERSORGUNGSGRAD in %;2010;123;
Pferdefleisch;SELBSTVERSORGUNGSGRAD in %;2009;147;
Pferdefleisch;SELBSTVERSORGUNGSGRAD in %;2011;177;
Pferdefleisch;SELBSTVERSORGUNGSGRAD in %;2012;175;
Pferdefleisch;SELBSTVERSORGUNGSGRAD in %;2013;249;
Pferdefleisch;SELBSTVERSORGUNGSGRAD in %;2014;191;
Pferdefleisch;SELBSTVERSORGUNGSGRAD in %;2015;175;
Pferdefleisch;SELBSTVERSORGUNGSGRAD in %;2016;113;
Pferdefleisch;SELBSTVERSORGUNGSGRAD in %;2017;103;
Pferdefleisch;SELBSTVERSORGUNGSGRAD in %;2018;55;
Pferdefleisch;Menschlicher Verzehr;2019;323;
Pferdefleisch;Menschlicher Verzehr;2020;259;
Pferdefleisch;Menschlicher Verzehr;2021;-;
Pferdefleisch;Menschlicher Verzehr;2022;-;
Pferdefleisch;Menschlicher Verzehr;2023;-;
Pferdefleisch;Menschlicher Verzehr;1994;638;
Pferdefleisch;Menschlicher Verzehr;1995;576;
Pferdefleisch;Menschlicher Verzehr;1996;720;
Pferdefleisch;Menschlicher Verzehr;1998;448;
Pferdefleisch;Menschlicher Verzehr;1999;466;
Pferdefleisch;Menschlicher Verzehr;1997;550;
Pferdefleisch;Menschlicher Verzehr;2000;564;
Pferdefleisch;Menschlicher Verzehr;2001;477;
Pferdefleisch;Menschlicher Verzehr;2002;425;
Pferdefleisch;Menschlicher Verzehr;2003;427;
Pferdefleisch;Menschlicher Verzehr;2004;444;
Pferdefleisch;Menschlicher Verzehr;2006;424;
Pferdefleisch;Menschlicher Verzehr;2005;503;
Pferdefleisch;Menschlicher Verzehr;2007;426;
Pferdefleisch;Menschlicher Verzehr;2008;376;
Pferdefleisch;Menschlicher Verzehr;2010;334;
Pferdefleisch;Menschlicher Verzehr;2009;380;
Pferdefleisch;Menschlicher Verzehr;2011;347;
Pferdefleisch;Menschlicher Verzehr;2012;339;
Pferdefleisch;Menschlicher Verzehr;2013;191;
Pferdefleisch;Menschlicher Verzehr;2014;221;
Pferdefleisch;Menschlicher Verzehr;2015;172;
Pferdefleisch;Menschlicher Verzehr;2016;191;
Pferdefleisch;Menschlicher Verzehr;2017;183;
Pferdefleisch;Menschlicher Verzehr;2018;332;
Pferdefleisch;Menschlicher Verzehr pro Kopf in kg;2019;0;
Pferdefleisch;Menschlicher Verzehr pro Kopf in kg;2020;0;
Pferdefleisch;Menschlicher Verzehr pro Kopf in kg;2021;-;
Pferdefleisch;Menschlicher Verzehr pro Kopf in kg;2022;-;
Pferdefleisch;Menschlicher Verzehr pro Kopf in kg;2023;-;
Pferdefleisch;Menschlicher Verzehr pro Kopf in kg;1994;0,1;
Pferdefleisch;Menschlicher Verzehr pro Kopf in kg;1995;0,1;
Pferdefleisch;Menschlicher Verzehr pro Kopf in kg;1996;0,1;
Pferdefleisch;Menschlicher Verzehr pro Kopf in kg;1998;0,1;
Pferdefleisch;Menschlicher Verzehr pro Kopf in kg;1999;0,1;
Pferdefleisch;Menschlicher Verzehr pro Kopf in kg;1997;0,1;
Pferdefleisch;Menschlicher Verzehr pro Kopf in kg;2000;0,1;
Pferdefleisch;Menschlicher Verzehr pro Kopf in kg;2001;0,1;
Pferdefleisch;Menschlicher Verzehr pro Kopf in kg;2002;0,1;
Pferdefleisch;Menschlicher Verzehr pro Kopf in kg;2003;0,1;
Pferdefleisch;Menschlicher Verzehr pro Kopf in kg;2004;0,1;
Pferdefleisch;Menschlicher Verzehr pro Kopf in kg;2006;0,1;
Pferdefleisch;Menschlicher Verzehr pro Kopf in kg;2005;0,1;
Pferdefleisch;Menschlicher Verzehr pro Kopf in kg;2007;0,1;
Pferdefleisch;Menschlicher Verzehr pro Kopf in kg;2008;0;
Pferdefleisch;Menschlicher Verzehr pro Kopf in kg;2010;0;
Pferdefleisch;Menschlicher Verzehr pro Kopf in kg;2009;0;
Pferdefleisch;Menschlicher Verzehr pro Kopf in kg;2011;0;
Pferdefleisch;Menschlicher Verzehr pro Kopf in kg;2012;0;
Pferdefleisch;Menschlicher Verzehr pro Kopf in kg;2013;0;
Pferdefleisch;Menschlicher Verzehr pro Kopf in kg;2014;0;
Pferdefleisch;Menschlicher Verzehr pro Kopf in kg;2015;0;
Pferdefleisch;Menschlicher Verzehr pro Kopf in kg;2016;0;
Pferdefleisch;Menschlicher Verzehr pro Kopf in kg;2017;0;
Pferdefleisch;Menschlicher Verzehr pro Kopf in kg;2018;0;
Schaf- und Ziegenfleisch;BRUTTOEIGENERZEUGUNG;2019;7852;
Schaf- und Ziegenfleisch;BRUTTOEIGENERZEUGUNG;2020;7323;
Schaf- und Ziegenfleisch;BRUTTOEIGENERZEUGUNG;2021;7368;
Schaf- und Ziegenfleisch;BRUTTOEIGENERZEUGUNG;2022;7272;
Schaf- und Ziegenfleisch;BRUTTOEIGENERZEUGUNG;2023;7506;
Schaf- und Ziegenfleisch;BRUTTOEIGENERZEUGUNG;1994;6256;
Schaf- und Ziegenfleisch;BRUTTOEIGENERZEUGUNG;1995;6557;
Schaf- und Ziegenfleisch;BRUTTOEIGENERZEUGUNG;1996;6966;
Schaf- und Ziegenfleisch;BRUTTOEIGENERZEUGUNG;1998;7593;
Schaf- und Ziegenfleisch;BRUTTOEIGENERZEUGUNG;1999;6871;
Schaf- und Ziegenfleisch;BRUTTOEIGENERZEUGUNG;1997;7510;
Schaf- und Ziegenfleisch;BRUTTOEIGENERZEUGUNG;2000;8532;
Schaf- und Ziegenfleisch;BRUTTOEIGENERZEUGUNG;2001;8262;
Schaf- und Ziegenfleisch;BRUTTOEIGENERZEUGUNG;2002;7941;
Schaf- und Ziegenfleisch;BRUTTOEIGENERZEUGUNG;2003;7911;
Schaf- und Ziegenfleisch;BRUTTOEIGENERZEUGUNG;2004;7153;
Schaf- und Ziegenfleisch;BRUTTOEIGENERZEUGUNG;2006;8017;
Schaf- und Ziegenfleisch;BRUTTOEIGENERZEUGUNG;2005;7144;
Schaf- und Ziegenfleisch;BRUTTOEIGENERZEUGUNG;2007;6264;
Schaf- und Ziegenfleisch;BRUTTOEIGENERZEUGUNG;2008;7955;
Schaf- und Ziegenfleisch;BRUTTOEIGENERZEUGUNG;2010;6925;
Schaf- und Ziegenfleisch;BRUTTOEIGENERZEUGUNG;2009;7204;
Schaf- und Ziegenfleisch;BRUTTOEIGENERZEUGUNG;2011;7653;
Schaf- und Ziegenfleisch;BRUTTOEIGENERZEUGUNG;2012;7734;
Schaf- und Ziegenfleisch;BRUTTOEIGENERZEUGUNG;2013;8227;
Schaf- und Ziegenfleisch;BRUTTOEIGENERZEUGUNG;2014;7841;
Schaf- und Ziegenfleisch;BRUTTOEIGENERZEUGUNG;2015;7072;
Schaf- und Ziegenfleisch;BRUTTOEIGENERZEUGUNG;2016;7270;
Schaf- und Ziegenfleisch;BRUTTOEIGENERZEUGUNG;2017;6943;
Schaf- und Ziegenfleisch;BRUTTOEIGENERZEUGUNG;2018;7759;
Schaf- und Ziegenfleisch;Einfuhr lebender Tiere;2019;81;
Schaf- und Ziegenfleisch;Einfuhr lebender Tiere;2020;70;
Schaf- und Ziegenfleisch;Einfuhr lebender Tiere;2021;213;
Schaf- und Ziegenfleisch;Einfuhr lebender Tiere;2022;107;
Schaf- und Ziegenfleisch;Einfuhr lebender Tiere;2023;272;
Schaf- und Ziegenfleisch;Einfuhr lebender Tiere;1994;3;
Schaf- und Ziegenfleisch;Einfuhr lebender Tiere;1995;4;
Schaf- und Ziegenfleisch;Einfuhr lebender Tiere;1996;2;
Schaf- und Ziegenfleisch;Einfuhr lebender Tiere;1998;27;
Schaf- und Ziegenfleisch;Einfuhr lebender Tiere;1999;3;
Schaf- und Ziegenfleisch;Einfuhr lebender Tiere;1997;2;
Schaf- und Ziegenfleisch;Einfuhr lebender Tiere;2000;12;
Schaf- und Ziegenfleisch;Einfuhr lebender Tiere;2001;3;
Schaf- und Ziegenfleisch;Einfuhr lebender Tiere;2002;1;
Schaf- und Ziegenfleisch;Einfuhr lebender Tiere;2003;14;
Schaf- und Ziegenfleisch;Einfuhr lebender Tiere;2004;257;
Schaf- und Ziegenfleisch;Einfuhr lebender Tiere;2006;92;
Schaf- und Ziegenfleisch;Einfuhr lebender Tiere;2005;442;
Schaf- und Ziegenfleisch;Einfuhr lebender Tiere;2007;289;
Schaf- und Ziegenfleisch;Einfuhr lebender Tiere;2008;92;
Schaf- und Ziegenfleisch;Einfuhr lebender Tiere;2010;113;
Schaf- und Ziegenfleisch;Einfuhr lebender Tiere;2009;149;
Schaf- und Ziegenfleisch;Einfuhr lebender Tiere;2011;45;
Schaf- und Ziegenfleisch;Einfuhr lebender Tiere;2012;4;
Schaf- und Ziegenfleisch;Einfuhr lebender Tiere;2013;9;
Schaf- und Ziegenfleisch;Einfuhr lebender Tiere;2014;318;
Schaf- und Ziegenfleisch;Einfuhr lebender Tiere;2015;20;
Schaf- und Ziegenfleisch;Einfuhr lebender Tiere;2016;2;
Schaf- und Ziegenfleisch;Einfuhr lebender Tiere;2017;13;
Schaf- und Ziegenfleisch;Einfuhr lebender Tiere;2018;14;
Schaf- und Ziegenfleisch;Ausfuhr lebender Tiere;2019;399;
Schaf- und Ziegenfleisch;Ausfuhr lebender Tiere;2020;289;
Schaf- und Ziegenfleisch;Ausfuhr lebender Tiere;2021;318;
Schaf- und Ziegenfleisch;Ausfuhr lebender Tiere;2022;253;
Schaf- und Ziegenfleisch;Ausfuhr lebender Tiere;2023;183;
Schaf- und Ziegenfleisch;Ausfuhr lebender Tiere;1994;3;
Schaf- und Ziegenfleisch;Ausfuhr lebender Tiere;1995;11;
Schaf- und Ziegenfleisch;Ausfuhr lebender Tiere;1996;88;
Schaf- und Ziegenfleisch;Ausfuhr lebender Tiere;1998;332;
Schaf- und Ziegenfleisch;Ausfuhr lebender Tiere;1999;314;
Schaf- und Ziegenfleisch;Ausfuhr lebender Tiere;1997;282;
Schaf- und Ziegenfleisch;Ausfuhr lebender Tiere;2000;248;
Schaf- und Ziegenfleisch;Ausfuhr lebender Tiere;2001;267;
Schaf- und Ziegenfleisch;Ausfuhr lebender Tiere;2002;288;
Schaf- und Ziegenfleisch;Ausfuhr lebender Tiere;2003;235;
Schaf- und Ziegenfleisch;Ausfuhr lebender Tiere;2004;270;
Schaf- und Ziegenfleisch;Ausfuhr lebender Tiere;2006;306;
Schaf- und Ziegenfleisch;Ausfuhr lebender Tiere;2005;329;
Schaf- und Ziegenfleisch;Ausfuhr lebender Tiere;2007;299;
Schaf- und Ziegenfleisch;Ausfuhr lebender Tiere;2008;207;
Schaf- und Ziegenfleisch;Ausfuhr lebender Tiere;2010;302;
Schaf- und Ziegenfleisch;Ausfuhr lebender Tiere;2009;249;
Schaf- und Ziegenfleisch;Ausfuhr lebender Tiere;2011;363;
Schaf- und Ziegenfleisch;Ausfuhr lebender Tiere;2012;378;
Schaf- und Ziegenfleisch;Ausfuhr lebender Tiere;2013;298;
Schaf- und Ziegenfleisch;Ausfuhr lebender Tiere;2014;338;
Schaf- und Ziegenfleisch;Ausfuhr lebender Tiere;2015;291;
Schaf- und Ziegenfleisch;Ausfuhr lebender Tiere;2016;293;
Schaf- und Ziegenfleisch;Ausfuhr lebender Tiere;2017;393;
Schaf- und Ziegenfleisch;Ausfuhr lebender Tiere;2018;444;
Schaf- und Ziegenfleisch;NETTOERZEUGUNG;2019;7534;
Schaf- und Ziegenfleisch;NETTOERZEUGUNG;2020;7103;
Schaf- und Ziegenfleisch;NETTOERZEUGUNG;2021;7263;
Schaf- und Ziegenfleisch;NETTOERZEUGUNG;2022;7125;
Schaf- und Ziegenfleisch;NETTOERZEUGUNG;2023;7595;
Schaf- und Ziegenfleisch;NETTOERZEUGUNG;1994;6256;
Schaf- und Ziegenfleisch;NETTOERZEUGUNG;1995;6550;
Schaf- und Ziegenfleisch;NETTOERZEUGUNG;1996;6879;
Schaf- und Ziegenfleisch;NETTOERZEUGUNG;1998;7288;
Schaf- und Ziegenfleisch;NETTOERZEUGUNG;1999;6560;
Schaf- und Ziegenfleisch;NETTOERZEUGUNG;1997;7230;
Schaf- und Ziegenfleisch;NETTOERZEUGUNG;2000;8296;
Schaf- und Ziegenfleisch;NETTOERZEUGUNG;2001;7998;
Schaf- und Ziegenfleisch;NETTOERZEUGUNG;2002;7654;
Schaf- und Ziegenfleisch;NETTOERZEUGUNG;2003;7690;
Schaf- und Ziegenfleisch;NETTOERZEUGUNG;2004;7140;
Schaf- und Ziegenfleisch;NETTOERZEUGUNG;2006;7803;
Schaf- und Ziegenfleisch;NETTOERZEUGUNG;2005;7256;
Schaf- und Ziegenfleisch;NETTOERZEUGUNG;2007;6254;
Schaf- und Ziegenfleisch;NETTOERZEUGUNG;2008;7840;
Schaf- und Ziegenfleisch;NETTOERZEUGUNG;2010;6736;
Schaf- und Ziegenfleisch;NETTOERZEUGUNG;2009;7104;
Schaf- und Ziegenfleisch;NETTOERZEUGUNG;2011;7335;
Schaf- und Ziegenfleisch;NETTOERZEUGUNG;2012;7361;
Schaf- und Ziegenfleisch;NETTOERZEUGUNG;2013;7938;
Schaf- und Ziegenfleisch;NETTOERZEUGUNG;2014;7821;
Schaf- und Ziegenfleisch;NETTOERZEUGUNG;2015;6800;
Schaf- und Ziegenfleisch;NETTOERZEUGUNG;2016;6979;
Schaf- und Ziegenfleisch;NETTOERZEUGUNG;2017;6563;
Schaf- und Ziegenfleisch;NETTOERZEUGUNG;2018;7329;
Schaf- und Ziegenfleisch;Anfangsbestand;2019;-;
Schaf- und Ziegenfleisch;Anfangsbestand;2020;-;
Schaf- und Ziegenfleisch;Anfangsbestand;2021;-;
Schaf- und Ziegenfleisch;Anfangsbestand;2022;-;
Schaf- und Ziegenfleisch;Anfangsbestand;2023;-;
Schaf- und Ziegenfleisch;Anfangsbestand;1994;-;
Schaf- und Ziegenfleisch;Anfangsbestand;1995;-;
Schaf- und Ziegenfleisch;Anfangsbestand;1996;-;
Schaf- und Ziegenfleisch;Anfangsbestand;1998;-;
Schaf- und Ziegenfleisch;Anfangsbestand;1999;-;
Schaf- und Ziegenfleisch;Anfangsbestand;1997;-;
Schaf- und Ziegenfleisch;Anfangsbestand;2000;-;
Schaf- und Ziegenfleisch;Anfangsbestand;2001;-;
Schaf- und Ziegenfleisch;Anfangsbestand;2002;-;
Schaf- und Ziegenfleisch;Anfangsbestand;2003;-;
Schaf- und Ziegenfleisch;Anfangsbestand;2004;-;
Schaf- und Ziegenfleisch;Anfangsbestand;2006;-;
Schaf- und Ziegenfleisch;Anfangsbestand;2005;-;
Schaf- und Ziegenfleisch;Anfangsbestand;2007;-;
Schaf- und Ziegenfleisch;Anfangsbestand;2008;-;
Schaf- und Ziegenfleisch;Anfangsbestand;2010;-;
Schaf- und Ziegenfleisch;Anfangsbestand;2009;-;
Schaf- und Ziegenfleisch;Anfangsbestand;2011;-;
Schaf- und Ziegenfleisch;Anfangsbestand;2012;-;
Schaf- und Ziegenfleisch;Anfangsbestand;2013;-;
Schaf- und Ziegenfleisch;Anfangsbestand;2014;-;
Schaf- und Ziegenfleisch;Anfangsbestand;2015;-;
Schaf- und Ziegenfleisch;Anfangsbestand;2016;-;
Schaf- und Ziegenfleisch;Anfangsbestand;2017;-;
Schaf- und Ziegenfleisch;Anfangsbestand;2018;-;
Schaf- und Ziegenfleisch;Endbestand;2019;-;
Schaf- und Ziegenfleisch;Endbestand;2020;-;
Schaf- und Ziegenfleisch;Endbestand;2021;-;
Schaf- und Ziegenfleisch;Endbestand;2022;-;
Schaf- und Ziegenfleisch;Endbestand;2023;-;
Schaf- und Ziegenfleisch;Endbestand;1994;-;
Schaf- und Ziegenfleisch;Endbestand;1995;-;
Schaf- und Ziegenfleisch;Endbestand;1996;-;
Schaf- und Ziegenfleisch;Endbestand;1998;-;
Schaf- und Ziegenfleisch;Endbestand;1999;-;
Schaf- und Ziegenfleisch;Endbestand;1997;-;
Schaf- und Ziegenfleisch;Endbestand;2000;-;
Schaf- und Ziegenfleisch;Endbestand;2001;-;
Schaf- und Ziegenfleisch;Endbestand;2002;-;
Schaf- und Ziegenfleisch;Endbestand;2003;-;
Schaf- und Ziegenfleisch;Endbestand;2004;-;
Schaf- und Ziegenfleisch;Endbestand;2006;-;
Schaf- und Ziegenfleisch;Endbestand;2005;-;
Schaf- und Ziegenfleisch;Endbestand;2007;-;
Schaf- und Ziegenfleisch;Endbestand;2008;-;
Schaf- und Ziegenfleisch;Endbestand;2010;-;
Schaf- und Ziegenfleisch;Endbestand;2009;-;
Schaf- und Ziegenfleisch;Endbestand;2011;-;
Schaf- und Ziegenfleisch;Endbestand;2012;-;
Schaf- und Ziegenfleisch;Endbestand;2013;-;
Schaf- und Ziegenfleisch;Endbestand;2014;-;
Schaf- und Ziegenfleisch;Endbestand;2015;-;
Schaf- und Ziegenfleisch;Endbestand;2016;-;
Schaf- und Ziegenfleisch;Endbestand;2017;-;
Schaf- und Ziegenfleisch;Endbestand;2018;-;
Schaf- und Ziegenfleisch;Einfuhr;2019;3015;
Schaf- und Ziegenfleisch;Einfuhr;2020;2479;
Schaf- und Ziegenfleisch;Einfuhr;2021;1504;
Schaf- und Ziegenfleisch;Einfuhr;2022;2401;
Schaf- und Ziegenfleisch;Einfuhr;2023;1946;
Schaf- und Ziegenfleisch;Einfuhr;1994;3550;
Schaf- und Ziegenfleisch;Einfuhr;1995;3110;
Schaf- und Ziegenfleisch;Einfuhr;1996;2629;
Schaf- und Ziegenfleisch;Einfuhr;1998;2257;
Schaf- und Ziegenfleisch;Einfuhr;1999;2117;
Schaf- und Ziegenfleisch;Einfuhr;1997;2270;
Schaf- und Ziegenfleisch;Einfuhr;2000;2113;
Schaf- und Ziegenfleisch;Einfuhr;2001;2011;
Schaf- und Ziegenfleisch;Einfuhr;2002;1910;
Schaf- und Ziegenfleisch;Einfuhr;2003;1707;
Schaf- und Ziegenfleisch;Einfuhr;2004;2411;
Schaf- und Ziegenfleisch;Einfuhr;2006;1875;
Schaf- und Ziegenfleisch;Einfuhr;2005;2530;
Schaf- und Ziegenfleisch;Einfuhr;2007;2242;
Schaf- und Ziegenfleisch;Einfuhr;2008;2507;
Schaf- und Ziegenfleisch;Einfuhr;2010;2842;
Schaf- und Ziegenfleisch;Einfuhr;2009;3049;
Schaf- und Ziegenfleisch;Einfuhr;2011;2484;
Schaf- und Ziegenfleisch;Einfuhr;2012;2531;
Schaf- und Ziegenfleisch;Einfuhr;2013;2351;
Schaf- und Ziegenfleisch;Einfuhr;2014;2418;
Schaf- und Ziegenfleisch;Einfuhr;2015;2751;
Schaf- und Ziegenfleisch;Einfuhr;2016;3008;
Schaf- und Ziegenfleisch;Einfuhr;2017;3325;
Schaf- und Ziegenfleisch;Einfuhr;2018;2935;
Schaf- und Ziegenfleisch;Ausfuhr;2019;128;
Schaf- und Ziegenfleisch;Ausfuhr;2020;52;
Schaf- und Ziegenfleisch;Ausfuhr;2021;74;
Schaf- und Ziegenfleisch;Ausfuhr;2022;97;
Schaf- und Ziegenfleisch;Ausfuhr;2023;65;
Schaf- und Ziegenfleisch;Ausfuhr;1994;2;
Schaf- und Ziegenfleisch;Ausfuhr;1995;438;
Schaf- und Ziegenfleisch;Ausfuhr;1996;220;
Schaf- und Ziegenfleisch;Ausfuhr;1998;29;
Schaf- und Ziegenfleisch;Ausfuhr;1999;55;
Schaf- und Ziegenfleisch;Ausfuhr;1997;26;
Schaf- und Ziegenfleisch;Ausfuhr;2000;62;
Schaf- und Ziegenfleisch;Ausfuhr;2001;60;
Schaf- und Ziegenfleisch;Ausfuhr;2002;61;
Schaf- und Ziegenfleisch;Ausfuhr;2003;52;
Schaf- und Ziegenfleisch;Ausfuhr;2004;65;
Schaf- und Ziegenfleisch;Ausfuhr;2006;91;
Schaf- und Ziegenfleisch;Ausfuhr;2005;116;
Schaf- und Ziegenfleisch;Ausfuhr;2007;99;
Schaf- und Ziegenfleisch;Ausfuhr;2008;89;
Schaf- und Ziegenfleisch;Ausfuhr;2010;93;
Schaf- und Ziegenfleisch;Ausfuhr;2009;115;
Schaf- und Ziegenfleisch;Ausfuhr;2011;147;
Schaf- und Ziegenfleisch;Ausfuhr;2012;162;
Schaf- und Ziegenfleisch;Ausfuhr;2013;163;
Schaf- und Ziegenfleisch;Ausfuhr;2014;119;
Schaf- und Ziegenfleisch;Ausfuhr;2015;114;
Schaf- und Ziegenfleisch;Ausfuhr;2016;106;
Schaf- und Ziegenfleisch;Ausfuhr;2017;178;
Schaf- und Ziegenfleisch;Ausfuhr;2018;164;
Schaf- und Ziegenfleisch;INLANDSVERBRAUCH;2019;10420;
Schaf- und Ziegenfleisch;INLANDSVERBRAUCH;2020;9530;
Schaf- und Ziegenfleisch;INLANDSVERBRAUCH;2021;8694;
Schaf- und Ziegenfleisch;INLANDSVERBRAUCH;2022;9429;
Schaf- und Ziegenfleisch;INLANDSVERBRAUCH;2023;9476;
Schaf- und Ziegenfleisch;INLANDSVERBRAUCH;1994;9804;
Schaf- und Ziegenfleisch;INLANDSVERBRAUCH;1995;9222;
Schaf- und Ziegenfleisch;INLANDSVERBRAUCH;1996;9288;
Schaf- und Ziegenfleisch;INLANDSVERBRAUCH;1998;9516;
